category,time,headline,description,url,content
NEWS,,Legislators raise concerns on President Ruto's security after flying shoe incident,President Ruto was hit by a flying shoe while addressing a public rally in Migori County on Sunday.,/news/legislators-raise-concerns-on-president-rutos-security-after-flying-shoe-incident-n362149,
,,,,,
,,,,,
,,,,,
NEWS,,"‘We are not looking for Jesus Christ,’ Senator Onyonka says on Matiang’i tainted history",Matiang'i orchestrated deportation of lawyer Miguna Miguna after the swearing in of Raila Odinga as ‘people’s president’ in 2018. He shut down 3 TV stations after the mock swearing in. ,/news/we-are-not-looking-for-jesus-christ-senator-onyonka-says-on-matiangi-tainted-history-n362147,
NEWS,,"‘We are not looking for Jesus Christ,’ Senator Onyonka says on Matiang’i tainted history",Matiang'i orchestrated deportation of lawyer Miguna Miguna after the swearing in of Raila Odinga as ‘people’s president’ in 2018. He shut down 3 TV stations after the mock swearing in. ,/news/we-are-not-looking-for-jesus-christ-senator-onyonka-says-on-matiangi-tainted-history-n362147,
,,,,,
,,,,,
,,,,,
NEWS,,Achani champions Women’s economic empowerment with goat distribution in Matuga,"The initiative, implemented under the Kenya Marine Fisheries and Socio-Economic Development (KEMFSED) project—a collaboration between the Kwale County Government and th...",/news/achani-champions-womens-economic-empowerment-with-goat-distribution-in-matuga-n361711,
NEWS,,Achani champions Women’s economic empowerment with goat distribution in Matuga,"The initiative, implemented under the Kenya Marine Fisheries and Socio-Economic Development (KEMFSED) project—a collaboration between the Kwale County Government and th...",/news/achani-champions-womens-economic-empowerment-with-goat-distribution-in-matuga-n361711,
,,,,,
,,,,,
,,,,,
NEWS,,Energy CS Wandayi says gov't committed to investor-friendly environment in LPG sector,"Opiyo Wandayi, noted that this is a national effort to accelerate the uptake of Liquefied Petroleum Gas (LPG) as a cleaner, safer, and more affordable cooking fuel for households across the country....",/news/energy-cs-wandayi-says-govt-committed-to-investor-friendly-environment-in-lpg-sector-n362148,
NEWS,,Energy CS Wandayi says gov't committed to investor-friendly environment in LPG sector,"Opiyo Wandayi, noted that this is a national effort to accelerate the uptake of Liquefied Petroleum Gas (LPG) as a cleaner, safer, and more affordable cooking fuel for households across the country....",/news/energy-cs-wandayi-says-govt-committed-to-investor-friendly-environment-in-lpg-sector-n362148,
,,,,,
,,,,,
,,,,,
SPORTS,,Thuram to step up as Inter try to save season with Champions League,"France forward Thuram will be the focal point of Inter's attack on Tuesday night, as he was when he made a spectacular return from injury in Catalonia with an early backheeled opener.",/sports/thuram-to-step-up-as-inter-try-to-save-season-with-champions-league-n362139,
SPORTS,,Thuram to step up as Inter try to save season with Champions League,"France forward Thuram will be the focal point of Inter's attack on Tuesday night, as he was when he made a spectacular return from injury in Catalonia with an early backheeled opener.",/sports/thuram-to-step-up-as-inter-try-to-save-season-with-champions-league-n362139,
,,,,,
,,,,,
,,,,,
NEWS,,"Ruto should reduce car roof appearances, stop leading 'Kasongo' chants- Senator Nyutu","President Ruto was hit by a flying shoe while addressing a public rally atop his car in Migori County on Sunday, as he wooed the crowds on how he plans to reduce the cost of living....",/news/ruto-should-reduce-car-roof-appearances-stop-leading-kasongo-chants-senator-nyutu-n362146,
NEWS,,"Ruto should reduce car roof appearances, stop leading 'Kasongo' chants- Senator Nyutu","President Ruto was hit by a flying shoe while addressing a public rally atop his car in Migori County on Sunday, as he wooed the crowds on how he plans to reduce the cost of living....",/news/ruto-should-reduce-car-roof-appearances-stop-leading-kasongo-chants-senator-nyutu-n362146,
,,,,,
,,,,,
,,,,,
SPORTS,,KCB bags 'Corporate title' at Nakuru Chess Open,"The team will participate at the Kiambu Open Chess tournament that will be held at the Rainbow Resort on May 10-11, 2024 before the league resumes the weekend after in Kisumu....",/sports/kcb-bags-corporate-title-at-nakuru-chess-open-n362141,
SPORTS,,KCB bags 'Corporate title' at Nakuru Chess Open,"The team will participate at the Kiambu Open Chess tournament that will be held at the Rainbow Resort on May 10-11, 2024 before the league resumes the weekend after in Kisumu....",/sports/kcb-bags-corporate-title-at-nakuru-chess-open-n362141,
,,,,,
,,,,,
,,,,,
NEWS,,MoH warns of drug abuse prevalence among young people aged 15 to 24,"10 counties are at a higher risk for the youth and their indulgence in drugs and substances, sometimes prescription medication. ",/news/moh-warns-of-drug-abuse-prevalence-among-young-people-aged-15-to-24-n362145,
NEWS,,MoH warns of drug abuse prevalence among young people aged 15 to 24,"10 counties are at a higher risk for the youth and their indulgence in drugs and substances, sometimes prescription medication. ",/news/moh-warns-of-drug-abuse-prevalence-among-young-people-aged-15-to-24-n362145,
,,,,,
,,,,,
,,,,,
NEWS,,Electing a new pope: glossary of key terms,,/news/electing-a-new-pope-glossary-of-key-terms-n362144,
NEWS,,Electing a new pope: glossary of key terms,,/news/electing-a-new-pope-glossary-of-key-terms-n362144,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,Brazil police foil Lady Gaga gig bomb plot,"Officials said the superstar's huge free gig on the beach, her first concert in Brazil since 2012, drew up to two million people.",/entertainment/brazil-police-foil-lady-gaga-gig-bomb-plot-n362143,
ENTERTAINMENT,,Brazil police foil Lady Gaga gig bomb plot,"Officials said the superstar's huge free gig on the beach, her first concert in Brazil since 2012, drew up to two million people.",/entertainment/brazil-police-foil-lady-gaga-gig-bomb-plot-n362143,
,,,,,
,,,,,
,,,,,
TECH,,"Starlink is now available in Congo, Musk says","The Congolese government said in March 2024 that use of Starlink was banned, with military officials warning that it could be used by rebel groups including Rwandan-backed M23.",/tech/starlink-is-now-available-in-congo-musk-says-n362142,
TECH,,"Starlink is now available in Congo, Musk says","The Congolese government said in March 2024 that use of Starlink was banned, with military officials warning that it could be used by rebel groups including Rwandan-backed M23.",/tech/starlink-is-now-available-in-congo-musk-says-n362142,
,,,,,
,,,,,
,,,,,
NEWS,,Violence engulfs besieged Zamzam camp in Sudan’s Darfur region,"The RSF seized the massive camp in April following days of shelling, drone attacks and ground assaults that the United Nations says left at least 300 people dead and forced around 400,000 to flee, one...",/news/violence-engulfs-besieged-zamzam-camp-in-sudans-darfur-region-n362140,
NEWS,,Violence engulfs besieged Zamzam camp in Sudan’s Darfur region,"The RSF seized the massive camp in April following days of shelling, drone attacks and ground assaults that the United Nations says left at least 300 people dead and forced around 400,000 to flee, one...",/news/violence-engulfs-besieged-zamzam-camp-in-sudans-darfur-region-n362140,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,"Beautiful homes, empty dreams: Kenya's urban housing headache",,/wananchi-reporting/beautiful-homes-empty-dreams-kenyas-urban-housing-headache-n362138,
WANANCHI REPORTING,,"Beautiful homes, empty dreams: Kenya's urban housing headache",,/wananchi-reporting/beautiful-homes-empty-dreams-kenyas-urban-housing-headache-n362138,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,Vihiga: Police Investigate Fatal Robbery in Irumbi,,/wananchi-reporting/vihiga-police-investigate-fatal-robbery-in-irumbi-n362137,
WANANCHI REPORTING,,Vihiga: Police Investigate Fatal Robbery in Irumbi,,/wananchi-reporting/vihiga-police-investigate-fatal-robbery-in-irumbi-n362137,
,,,,,
,,,,,
,,,,,
SPORTS,,Raphinha's Barca rise key to devastating Champions League run,That Barcelona are on the verge of the Champions League final is evidently in no small part down to the rise of Raphinha in his third season at the club.,/sports/raphinhas-barca-rise-key-to-devastating-champions-league-run-n362136,
SPORTS,,Raphinha's Barca rise key to devastating Champions League run,That Barcelona are on the verge of the Champions League final is evidently in no small part down to the rise of Raphinha in his third season at the club.,/sports/raphinhas-barca-rise-key-to-devastating-champions-league-run-n362136,
,,,,,
,,,,,
,,,,,
NEWS,,'You risk losing big if you shift your support for Ruto': Mudavadi warns Mt. Kenya,"Mudavadi said other regions envy the leadership and development benefits the region has received under President Ruto's tenure, saying it is time they reexamine where their political future lies....",/news/you-risk-losing-big-if-you-shift-your-support-for-ruto-mudavadi-warns-mt-kenya-n362133,
NEWS,,'You risk losing big if you shift your support for Ruto': Mudavadi warns Mt. Kenya,"Mudavadi said other regions envy the leadership and development benefits the region has received under President Ruto's tenure, saying it is time they reexamine where their political future lies....",/news/you-risk-losing-big-if-you-shift-your-support-for-ruto-mudavadi-warns-mt-kenya-n362133,
,,,,,
,,,,,
,,,,,
SPORTS,,Leverkusen draw hands Kane's Bayern Bundesliga title,"""Congratulations to Bayern. It's a deserved championship. They were the more consistent team over the season and they deserve the shield,"" Alonso told DAZN.",/sports/leverkusen-draw-hands-kanes-bayern-bundesliga-title-n362135,
SPORTS,,Leverkusen draw hands Kane's Bayern Bundesliga title,"""Congratulations to Bayern. It's a deserved championship. They were the more consistent team over the season and they deserve the shield,"" Alonso told DAZN.",/sports/leverkusen-draw-hands-kanes-bayern-bundesliga-title-n362135,
,,,,,
,,,,,
,,,,,
NEWS,,South Africa exit from DRC to be completed this month: general,"Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said.",/news/south-africa-exit-from-drc-to-be-completed-this-month-general-n362128,
NEWS,,South Africa exit from DRC to be completed this month: general,"Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said.",/news/south-africa-exit-from-drc-to-be-completed-this-month-general-n362128,
,,,,,
,,,,,
,,,,,
NEWS,,Trump says 'I don't know' if must uphold US Constitution as president,"He also said he is not seriously considering running for a third White House term, after musing publicly over an idea clearly barred by the nation's founding legal document....",/news/trump-says-i-dont-know-if-must-uphold-us-constitution-as-president-n362129,
NEWS,,Trump says 'I don't know' if must uphold US Constitution as president,"He also said he is not seriously considering running for a third White House term, after musing publicly over an idea clearly barred by the nation's founding legal document....",/news/trump-says-i-dont-know-if-must-uphold-us-constitution-as-president-n362129,
,,,,,
,,,,,
,,,,,
NEWS,,KLM cancels two more flights over grounded Boeing 787s,The scheduled flights for Shanghai and Los Angeles were scrapped on the heels of Saturday's cancellation of three flights to Mexico and the United States.,/news/klm-cancels-two-more-flights-over-grounded-boeing-787s-n362130,
NEWS,,KLM cancels two more flights over grounded Boeing 787s,The scheduled flights for Shanghai and Los Angeles were scrapped on the heels of Saturday's cancellation of three flights to Mexico and the United States.,/news/klm-cancels-two-more-flights-over-grounded-boeing-787s-n362130,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,'Two million' throng Lady Gaga concert at Rio's Copacabana,"""Brazil, I missed you so much,"" screamed the American pop star -- in her first Brazil gig since 2012 -- before launching into ""Poker Face"" on a monumental chessboard, one of many grandiose backdrops i...",/entertainment/two-million-throng-lady-gaga-concert-at-rios-copacabana-n362131,
ENTERTAINMENT,,'Two million' throng Lady Gaga concert at Rio's Copacabana,"""Brazil, I missed you so much,"" screamed the American pop star -- in her first Brazil gig since 2012 -- before launching into ""Poker Face"" on a monumental chessboard, one of many grandiose backdrops i...",/entertainment/two-million-throng-lady-gaga-concert-at-rios-copacabana-n362131,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NEWS,,'We will not move on’: Grieving parents launch petition over Gen Z protest killings,"Nearly a year after the bloodshed, not a single conviction has been secured. The government remains silent, even as autopsy reports confirmed that gunshot wounds and blunt force trauma were the leadin...",/news/we-will-not-move-on-grieving-parents-launch-petition-over-gen-z-protest-killings-n362127,
NEWS,,'We will not move on’: Grieving parents launch petition over Gen Z protest killings,"Nearly a year after the bloodshed, not a single conviction has been secured. The government remains silent, even as autopsy reports confirmed that gunshot wounds and blunt force trauma were the leadin...",/news/we-will-not-move-on-grieving-parents-launch-petition-over-gen-z-protest-killings-n362127,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NEWS,,DP Kindiki dismisses opposition alliance as 'coalition of failures',"Speaking during an empowerment forum for local traders in Gatundu North, Kindiki asserted that the Kenya Kwanza administration's main challenge is not political alliances but the commitment to deliver...",/news/dp-kindiki-dismisses-opposition-alliance-as-coalition-of-failures-n362126,
NEWS,,DP Kindiki dismisses opposition alliance as 'coalition of failures',"Speaking during an empowerment forum for local traders in Gatundu North, Kindiki asserted that the Kenya Kwanza administration's main challenge is not political alliances but the commitment to deliver...",/news/dp-kindiki-dismisses-opposition-alliance-as-coalition-of-failures-n362126,
,,,,,
,,,,,
,,,,,
SPORTS,,Rising Stars fall to Tunisia in second AFCON U-20 tie," ""We didn’t play well comparing with the Morocco match and our defence was caught in areas we did not defend well,"" said Assistant Coach Anthony Akhulia in the post match interview....",/sports/rising-stars-fall-to-tunisia-in-second-afcon-u-20-tie-n362134,
SPORTS,,Rising Stars fall to Tunisia in second AFCON U-20 tie," ""We didn’t play well comparing with the Morocco match and our defence was caught in areas we did not defend well,"" said Assistant Coach Anthony Akhulia in the post match interview....",/sports/rising-stars-fall-to-tunisia-in-second-afcon-u-20-tie-n362134,
,,,,,
,,,,,
,,,,,
NEWS,,KEMSA feted for leading Occupational Safety and Health (OSH) practices,KEMSA says the Kisumu RDC’s recognition is notable given the logistical complexities often associated with regional supply chain operations.,/news/kemsa-feted-for-leading-occupational-safety-and-health-osh-practices-n361444,
NEWS,,KEMSA feted for leading Occupational Safety and Health (OSH) practices,KEMSA says the Kisumu RDC’s recognition is notable given the logistical complexities often associated with regional supply chain operations.,/news/kemsa-feted-for-leading-occupational-safety-and-health-osh-practices-n361444,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NEWS,,Three arrested after shoe thrown at President Ruto in Migori,"A short five-second video captures the moment when a person from the crowd listening to President Ruto as he addressed the public threw a shoe, hitting him on the head.",/news/three-arrested-after-shoe-thrown-at-president-ruto-in-migori-n362124,
NEWS,,Three arrested after shoe thrown at President Ruto in Migori,"A short five-second video captures the moment when a person from the crowd listening to President Ruto as he addressed the public threw a shoe, hitting him on the head.",/news/three-arrested-after-shoe-thrown-at-president-ruto-in-migori-n362124,
,,,,,
,,,,,
,,,,,
NEWS,,"Oburu backs Ruto-ODM deal, tells Orengo to toe the party line or leave","Speaking during an inter-denominational prayer service attended by President William Ruto at Kadika Primary School in Suna East, Migori County, Oburu defended the broad-based government arrangement, e...",/news/oburu-backs-ruto-odm-deal-tells-orengo-to-toe-the-party-line-or-leave-n362125,
NEWS,,"Oburu backs Ruto-ODM deal, tells Orengo to toe the party line or leave","Speaking during an inter-denominational prayer service attended by President William Ruto at Kadika Primary School in Suna East, Migori County, Oburu defended the broad-based government arrangement, e...",/news/oburu-backs-ruto-odm-deal-tells-orengo-to-toe-the-party-line-or-leave-n362125,
,,,,,
,,,,,
,,,,,
SPORTS,,"Man Utd crash at Brentford, Isak rescues Newcastle","Lacklustre United conceded again when Schade struck with a 70th minute header.Yoane Wissa completed the rout four minutes later, poking home for his 18th league goal this season.Garnacho's 82nd minute...",/sports/man-utd-crash-at-brentford-isak-rescues-newcastle-n362121,
SPORTS,,"Man Utd crash at Brentford, Isak rescues Newcastle","Lacklustre United conceded again when Schade struck with a 70th minute header.Yoane Wissa completed the rout four minutes later, poking home for his 18th league goal this season.Garnacho's 82nd minute...",/sports/man-utd-crash-at-brentford-isak-rescues-newcastle-n362121,
,,,,,
,,,,,
,,,,,
NEWS,,"Seven arrested over Naivasha robbery, ‘harmless’ pistol recovered","DCI says Patrick Handi, 45, David Muchina, 34, Grace Wanjiru, 33, Erick Kabiru, 32, Hassan Jamal, 32, Christopher Kimani, 30, and Ronny Muturi, 30, were intercepted in Naivasha town....",/news/seven-arrested-over-naivasha-robbery-harmless-pistol-recovered-n362123,
NEWS,,"Seven arrested over Naivasha robbery, ‘harmless’ pistol recovered","DCI says Patrick Handi, 45, David Muchina, 34, Grace Wanjiru, 33, Erick Kabiru, 32, Hassan Jamal, 32, Christopher Kimani, 30, and Ronny Muturi, 30, were intercepted in Naivasha town....",/news/seven-arrested-over-naivasha-robbery-harmless-pistol-recovered-n362123,
,,,,,
,,,,,
,,,,,
NEWS,,Police officer dies by suicide in Marsabit, Another officer saw the deceased’s body hanging from a tree near his house at 6 a.m. on Sunday,/news/police-officer-dies-by-suicide-in-marsabit-n362122,
NEWS,,Police officer dies by suicide in Marsabit, Another officer saw the deceased’s body hanging from a tree near his house at 6 a.m. on Sunday,/news/police-officer-dies-by-suicide-in-marsabit-n362122,
,,,,,
,,,,,
,,,,,
SPORTS,,Mbappe maintains Real Madrid Liga dream in Celta thriller,"""The game seemed finished... you have to remember we're without six defenders and we're not always capable of solving these things,"" said Madrid coach Carlo Ancelotti.",/sports/mbappe-maintains-real-madrid-liga-dream-in-celta-thriller-n362120,
SPORTS,,Mbappe maintains Real Madrid Liga dream in Celta thriller,"""The game seemed finished... you have to remember we're without six defenders and we're not always capable of solving these things,"" said Madrid coach Carlo Ancelotti.",/sports/mbappe-maintains-real-madrid-liga-dream-in-celta-thriller-n362120,
,,,,,
,,,,,
,,,,,
NEWS,,"Matiang’i: As president, I'll restore public trust in government",Matiang’i was among a raft of opposition politicians hosted by former Deputy President Rigathi Gachagua at the latter’s Wamunyoro residence in Nyeri County on Sunday.The former CS accused President Wi...,/news/matiangi-as-president-ill-restore-public-trust-in-government-n362119,
NEWS,,"Matiang’i: As president, I'll restore public trust in government",Matiang’i was among a raft of opposition politicians hosted by former Deputy President Rigathi Gachagua at the latter’s Wamunyoro residence in Nyeri County on Sunday.The former CS accused President Wi...,/news/matiangi-as-president-ill-restore-public-trust-in-government-n362119,
,,,,,
,,,,,
,,,,,
NEWS,,"Mudavadi urges Mt Kenya to back Ruto for National Unity, development",He said the prosperity of Kenya is hinged on the unity of purpose that will propel development across the country.,/news/mudavadi-urges-mt-kenya-to-back-ruto-for-national-unity-development-n362118,
NEWS,,"Mudavadi urges Mt Kenya to back Ruto for National Unity, development",He said the prosperity of Kenya is hinged on the unity of purpose that will propel development across the country.,/news/mudavadi-urges-mt-kenya-to-back-ruto-for-national-unity-development-n362118,
,,,,,
,,,,,
,,,,,
NEWS,,Gachagua to Ruto: Stop using proxies to attack former President Uhuru,"During a thanksgiving service at his Wamunyoro home in Nyeri County, Gachagua accused key members of Ruto's inner circle, including State House operative Farouk Kibet and National Assembly Majority Le...",/news/gachagua-to-ruto-stop-using-proxies-to-attack-former-president-uhuru-n362117,
NEWS,,Gachagua to Ruto: Stop using proxies to attack former President Uhuru,"During a thanksgiving service at his Wamunyoro home in Nyeri County, Gachagua accused key members of Ruto's inner circle, including State House operative Farouk Kibet and National Assembly Majority Le...",/news/gachagua-to-ruto-stop-using-proxies-to-attack-former-president-uhuru-n362117,
,,,,,
,,,,,
,,,,,
NEWS,,Kenyan youth declare bold commitment to forest conservation and green economy ahead of COP 30,The declaration was made during of a three-day AfricanYouth4Forests (AY4F) National Youth Workshop held in Kitui County under the theme “From Science to Youth Action for Sustainable Forestry.”...,/news/kenyan-youth-declare-bold-commitment-to-forest-conservation-and-green-economy-ahead-of-cop-30-n362085,
NEWS,,Kenyan youth declare bold commitment to forest conservation and green economy ahead of COP 30,The declaration was made during of a three-day AfricanYouth4Forests (AY4F) National Youth Workshop held in Kitui County under the theme “From Science to Youth Action for Sustainable Forestry.”...,/news/kenyan-youth-declare-bold-commitment-to-forest-conservation-and-green-economy-ahead-of-cop-30-n362085,
,,,,,
,,,,,
,,,,,
SPORTS,,"Gakuo, Kimata Reign Supreme at NCBA Golf Series in Thika","""Today's turnout was truly phenomenal. NCBA continues to show unmatched dedication to the game of golf, and we are grateful for their partnership. This event gave our members and guests a chance to en...",/sports/gakuo-kimata-reign-supreme-at-ncba-golf-series-in-thika-n362115,
SPORTS,,"Gakuo, Kimata Reign Supreme at NCBA Golf Series in Thika","""Today's turnout was truly phenomenal. NCBA continues to show unmatched dedication to the game of golf, and we are grateful for their partnership. This event gave our members and guests a chance to en...",/sports/gakuo-kimata-reign-supreme-at-ncba-golf-series-in-thika-n362115,
,,,,,
,,,,,
,,,,,
NEWS,,Wetang’ula hails Bungoma hospital upgrade as healthcare milestone for Western Kenya,"Speaking during a public forum in Bungoma, Wetang’ula emphasized that the move will significantly reduce the need for residents to seek treatment in distant facilities such as Eldoret and Nairobi....",/news/wetangula-hails-bungoma-hospital-upgrade-as-healthcare-milestone-for-western-kenya-n362116,
NEWS,,Wetang’ula hails Bungoma hospital upgrade as healthcare milestone for Western Kenya,"Speaking during a public forum in Bungoma, Wetang’ula emphasized that the move will significantly reduce the need for residents to seek treatment in distant facilities such as Eldoret and Nairobi....",/news/wetangula-hails-bungoma-hospital-upgrade-as-healthcare-milestone-for-western-kenya-n362116,
,,,,,
,,,,,
,,,,,
NEWS,,Four suspects with ties to 'Mjahidin' gang arrested in MP Were’s murder,"According to a media statement released on Sunday, the arrests were made after investigators analyzed key leads. ",/news/four-suspects-with-ties-to-mjahidin-gang-arrested-in-mp-weres-murder-n362114,
NEWS,,Four suspects with ties to 'Mjahidin' gang arrested in MP Were’s murder,"According to a media statement released on Sunday, the arrests were made after investigators analyzed key leads. ",/news/four-suspects-with-ties-to-mjahidin-gang-arrested-in-mp-weres-murder-n362114,
,,,,,
,,,,,
,,,,,
NEWS,,"'No retreat, no surrender': KMPDU says as Kakamega doctors mark 20 days on strike","During the KMPDU Western Branch Annual General Meeting (AGM) held on Saturday, the union's Secretary General, Dr. Davji Bhimji Atellah, highlighted the gravity of the situation in Kakamega, calling it...",/news/no-retreat-no-surrender-kmpdu-says-as-kakamega-doctors-mark-20-days-on-strike-n362113,
NEWS,,"'No retreat, no surrender': KMPDU says as Kakamega doctors mark 20 days on strike","During the KMPDU Western Branch Annual General Meeting (AGM) held on Saturday, the union's Secretary General, Dr. Davji Bhimji Atellah, highlighted the gravity of the situation in Kakamega, calling it...",/news/no-retreat-no-surrender-kmpdu-says-as-kakamega-doctors-mark-20-days-on-strike-n362113,
,,,,,
,,,,,
,,,,,
NEWS,,S.Africa exit from DRC to be completed this month: general,"Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said.",/news/safrica-exit-from-drc-to-be-completed-this-month-general-n362112,
NEWS,,S.Africa exit from DRC to be completed this month: general,"Under the phased withdrawal that started on April 29, the troops are to exit the DRC via Rwanda by road before entering Tanzania, General Rudzani Maphwanya said.",/news/safrica-exit-from-drc-to-be-completed-this-month-general-n362112,
,,,,,
,,,,,
,,,,,
SPORTS,,Canelo Alvarez unifies super middleweight titles on Saudi Arabia debut,"Scull largely stayed on the outside for most of the fight, relying on his advantage in height and reach along with footwork and speed to try keep Alvarez at bay.But Canelo was able to land walloping b...",/sports/canelo-alvarez-unifies-super-middleweight-titles-on-saudi-arabia-debut-n362095,
SPORTS,,Canelo Alvarez unifies super middleweight titles on Saudi Arabia debut,"Scull largely stayed on the outside for most of the fight, relying on his advantage in height and reach along with footwork and speed to try keep Alvarez at bay.But Canelo was able to land walloping b...",/sports/canelo-alvarez-unifies-super-middleweight-titles-on-saudi-arabia-debut-n362095,
,,,,,
,,,,,
,,,,,
NEWS,,We will get them and their collaborators; Ruto vows to unmask MP Were's killers,"President Ruto vowed to use State agencies to unmask the MP's killers, asserting that his government is committed to safeguard the lives of Kenyans. ",/news/we-will-get-them-and-their-collaborators-ruto-vows-to-unmask-mp-weres-killers-n362110,
NEWS,,We will get them and their collaborators; Ruto vows to unmask MP Were's killers,"President Ruto vowed to use State agencies to unmask the MP's killers, asserting that his government is committed to safeguard the lives of Kenyans. ",/news/we-will-get-them-and-their-collaborators-ruto-vows-to-unmask-mp-weres-killers-n362110,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,'Two million' throng Lady Gaga concert at Rio's Copacabana,,/entertainment/two-million-throng-lady-gaga-concert-at-rios-copacabana-n362109,
ENTERTAINMENT,,'Two million' throng Lady Gaga concert at Rio's Copacabana,,/entertainment/two-million-throng-lady-gaga-concert-at-rios-copacabana-n362109,
,,,,,
,,,,,
,,,,,
NEWS,,We will eat our shares in government because we are taxpayers - Oburu Oginga,Oginga noted that the partnership will help realise effective service delivery to all Kenyans and it should not be criticized.,/news/we-will-eat-our-shares-in-government-because-we-are-taxpayers-oburu-oginga-n362105,
NEWS,,We will eat our shares in government because we are taxpayers - Oburu Oginga,Oginga noted that the partnership will help realise effective service delivery to all Kenyans and it should not be criticized.,/news/we-will-eat-our-shares-in-government-because-we-are-taxpayers-oburu-oginga-n362105,
,,,,,
,,,,,
,,,,,
SPORTS,,Ex-Liverpool star Firmino 'proud' after more Champions League history,"""I'm very happy and very proud of the team,"" said Firmino.""Happy to make history here and able to repay the support of the club, family and friends.""I'm very grateful and I feel privileged to be given...",/sports/ex-liverpool-star-firmino-proud-after-more-champions-league-history-n362094,
SPORTS,,Ex-Liverpool star Firmino 'proud' after more Champions League history,"""I'm very happy and very proud of the team,"" said Firmino.""Happy to make history here and able to repay the support of the club, family and friends.""I'm very grateful and I feel privileged to be given...",/sports/ex-liverpool-star-firmino-proud-after-more-champions-league-history-n362094,
,,,,,
,,,,,
,,,,,
NEWS,,Two suspects in murder of Kasipul MP Charles Were arrested,Police say the murder weapon is yet to be recovered.,/news/two-suspects-in-murder-of-kasipul-mp-charles-were-arrested-n362107,
NEWS,,Two suspects in murder of Kasipul MP Charles Were arrested,Police say the murder weapon is yet to be recovered.,/news/two-suspects-in-murder-of-kasipul-mp-charles-were-arrested-n362107,
,,,,,
,,,,,
,,,,,
NEWS,,How long was the longest conclave? Facts about the secret voting to elect a pope,"Here are some facts about conclaves past, derived from historical studies.",/news/how-long-was-the-longest-conclave-facts-about-the-secret-voting-to-elect-a-pope-n362106,
NEWS,,How long was the longest conclave? Facts about the secret voting to elect a pope,"Here are some facts about conclaves past, derived from historical studies.",/news/how-long-was-the-longest-conclave-facts-about-the-secret-voting-to-elect-a-pope-n362106,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,"A tribute: Blow by blow, Stephen Ongaro did justice to boxing reporting",He gave Conjestina Achieng the moniker ‘Hands of Stone’ and Robert Wangila ‘Kid’.,/wananchi-reporting/a-tribute-blow-by-blow-stephen-ongaro-did-justice-to-boxing-reporting-n362104,
WANANCHI REPORTING,,"A tribute: Blow by blow, Stephen Ongaro did justice to boxing reporting",He gave Conjestina Achieng the moniker ‘Hands of Stone’ and Robert Wangila ‘Kid’.,/wananchi-reporting/a-tribute-blow-by-blow-stephen-ongaro-did-justice-to-boxing-reporting-n362104,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,Wananchi Opinion: Why most teachers are struggling financially,At home I am expected to help pay younger siblings’ university fees; at church I am solicited for every building fund.,/wananchi-reporting/wananchi-opinion-why-most-teachers-are-struggling-financially-n362103,
WANANCHI REPORTING,,Wananchi Opinion: Why most teachers are struggling financially,At home I am expected to help pay younger siblings’ university fees; at church I am solicited for every building fund.,/wananchi-reporting/wananchi-opinion-why-most-teachers-are-struggling-financially-n362103,
,,,,,
,,,,,
,,,,,
NEWS,,"ODM leaders scold Orengo for opposing broad-based gov't, dare him to leave the party","Most recently, Orengo has lashed out at Orange Democratic Movement (ODM) party leaders for supporting Ruto.",/news/odm-leaders-scold-orengo-for-opposing-broad-based-govt-dare-him-to-leave-the-party-n362102,
NEWS,,"ODM leaders scold Orengo for opposing broad-based gov't, dare him to leave the party","Most recently, Orengo has lashed out at Orange Democratic Movement (ODM) party leaders for supporting Ruto.",/news/odm-leaders-scold-orengo-for-opposing-broad-based-govt-dare-him-to-leave-the-party-n362102,
,,,,,
,,,,,
,,,,,
NEWS,,15 killed in head-on road crash in South Africa,,/news/15-killed-in-head-on-road-crash-in-south-africa-n362101,
NEWS,,15 killed in head-on road crash in South Africa,,/news/15-killed-in-head-on-road-crash-in-south-africa-n362101,
,,,,,
,,,,,
,,,,,
SPORTS,,'Like a dream' says dominant Sabalenka after third Madrid title,"""(Getting to six finals) sounds crazy, to be honest... I work hard and I know that if I bring my game and if I fight for every point that I'm capable of that,"" Sabalenka told reporters....",/sports/like-a-dream-says-dominant-sabalenka-after-third-madrid-title-n362093,
